1;0.14893617;0.320754717;0.186567164;1;0;2;3;0.33;0;2;0;0;1;0;0.5
1;0.14893617;0.132075472;0.126865672;1;0;3;3;0.33;1;3;1;3;0;0.33;0.5
0;0.191489362;0.660377358;0.28358209;1;0;2;3;0.33;0;2;0;2;1;0.66;0.5
0;0.276595745;0.660377358;0.358208955;0;0;3;3;0.33;0;2;0;2;0;0.66;0
0;0.170212766;0.622641509;0.379104478;0;0;2;1;0.33;0;2;0;0;0;0.33;0.5
0;0.319148936;0.320754717;0.104477612;0;1;2;3;0.33;0;2;0;0;0;0.33;1
1;0.191489362;0.094339623;0.119402985;1;1;3;3;0.33;0;2;0;1;0;0.33;0.75
0;0.170212766;0.358490566;0.104477612;0;0;2;3;0.33;0;2;0;3;0;0.33;0.5
0;0.212765957;0.622641509;0.186567164;1;1;3;3;0.33;0;2;0;1;1;0.66;0.5
0;0.170212766;0.509433962;0.21641791;1;1;2;3;0.33;0;2;0;1;1;0;0.5
0;0.255319149;0.754716981;0.492537313;1;1;3;3;0.66;0;3;0;2;2;0.33;0.5
1;0.14893617;0.509433962;0.305970149;1;1;2;3;0.66;0;2;1;2;1;0.33;0.5
0;0.170212766;0.377358491;0.126865672;0;0;3;3;0.33;0;3;0;2;0;0.33;0.5
0;0.574468085;0.660377358;0.447761194;0;1;2;3;0.33;0;2;0;2;1;0.66;1
0;0.191489362;0.603773585;0.156716418;1;1;3;1;0.33;0;1;0;1;1;0.33;0.5
1;0.170212766;0.471698113;0.201492537;1;0;3;3;1;0;2;1;2;1;0.33;0.5
0;0.276595745;0.905660377;0.470149254;1;1;2;1;0.33;0;1;0;1;0;0.33;0.5
1;0.319148936;0.150943396;0.291044776;0;1;2;1;0.33;0;2;0;0;0;0;1
1;0.340425532;0.490566038;0.320895522;1;1;3;4;0.66;1;1;0;0;0;0;1
1;0.191489362;0.377358491;0.231343284;1;0;2;1;0.33;0;2;0;0;0;0.33;0.5
0;0.170212766;0.377358491;0.305970149;1;0;2;3;0.33;0;2;0;3;2;0;0
1;0.808510638;0.452830189;0.358208955;1;1;3;1;0.33;1;2;0;0;0;0;1
1;0.170212766;0.377358491;0.156716418;1;1;3;3;0.33;0;2;0;1;0;0.33;1
1;0.170212766;0.283018868;0.320895522;1;1;1;1;0.33;0;2;0;0;2;0.33;0.5
0;0.14893617;0.754716981;0.21641791;1;1;2;3;0.33;0;2;0;0;1;0.33;0.5
0;0.127659574;0.283018868;0.082089552;1;0;2;4;0.66;1;2;0;3;2;0;0.5
0;0.14893617;0.471698113;0.194029851;1;1;2;1;0.66;0;2;0;1;2;1;0
1;0.191489362;0.283018868;0.097014925;0;1;2;4;0.66;0;2;0;2;1;0.33;1
0;0.106382979;0.566037736;0.276119403;1;1;3;3;0.33;0;2;1;3;1;0.33;0.5
0;0.191489362;0.433962264;0.231343284;0;1;2;3;0.33;0;2;0;2;2;0.66;0
0;0.319148936;0.603773585;0.328358209;0;1;1;4;0.66;0;3;0;0;1;0;0.75
1;0.361702128;0.245283019;0.21641791;1;0;2;1;0.33;0;1;0;1;0;0.33;0.5
1;0.212765957;0.603773585;0.276119403;0;0;2;3;0.33;0;3;0;1;1;0.33;0
0;0.531914894;0.641509434;0.380597015;0;0;2;1;0.33;0;2;0;0;0;0.33;0.5
0;0.170212766;0.377358491;0.171641791;0;1;2;4;0.66;0;2;0;2;0;0.33;0.5
1;0.14893617;0.094339623;0.194029851;1;0;2;3;0.33;0;2;0;2;2;0.33;0.5
1;0.170212766;0.20754717;0.074626866;0;1;2;3;0.33;0;1;1;2;0;0;0
1;0.14893617;0.283018868;0.067164179;0;1;2;3;0.33;0;1;0;1;0;0.33;0.5
0;0.191489362;0.377358491;0.208955224;1;1;2;3;0.33;0;2;0;1;1;0.33;0.5
1;0.14893617;0.566037736;0.365671642;1;1;2;3;0.33;0;3;0;3;0;0.33;0.5
1;0.14893617;0.41509434;0.268656716;1;1;2;3;0.33;0;2;0;1;0;0.33;0.5
0;0.191489362;0.433962264;0.156716418;0;0;2;4;0.66;0;2;0;0;0;0;0
1;0.14893617;0.396226415;0.186567164;1;1;1;3;0.33;0;1;0;0;0;0;0.5
0;0.14893617;0.396226415;0.171641791;1;1;2;3;0.33;1;2;0;1;1;0.66;0.5
0;0.14893617;0.679245283;0.305970149;0;0;1;3;0;0;2;0;2;0;0;0.5
1;0.14893617;0.150943396;0.194029851;1;0;2;3;0.33;0;1;0;0;1;0;0.5
0;0.14893617;0.698113208;0.246268657;1;1;1;3;0.66;0;3;0;2;0;0.33;0.5
0;0.14893617;0.566037736;0.246268657;1;1;1;3;0.66;0;3;0;2;0;0.33;0.5
1;0.127659574;0.396226415;0.156716418;1;0;3;3;0.33;0;2;0;1;0;0.33;0
1;0.14893617;0.188679245;0.082089552;0;1;2;3;0.33;0;2;0;0;0;0.33;0.5
1;0.14893617;0.301886792;0.115671642;1;1;3;3;0.33;0;3;0;0;1;0.33;0
1;0.127659574;0.094339623;0.037313433;0;1;2;3;0.33;0;1;0;0;0;0.33;1
1;0.191489362;0.358490566;0.097014925;0;1;3;1;0.33;0;2;0;2;2;0;0.5
1;0.191489362;0.339622642;0.119402985;1;0;3;3;0;0;2;1;2;1;0;0.5
1;0.170212766;0.283018868;0.119402985;0;0;3;4;1;0;3;0;2;0;0;0.5
0;0.191489362;0.433962264;0.171641791;0;0;2;4;0.66;0;2;0;0;0;0.33;1
0;0.170212766;0.471698113;0.231343284;1;1;2;3;0.33;0;1;0;0;1;0.33;1
0;0.14893617;0.358490566;0.194029851;1;0;2;3;0.33;0;1;0;0;1;0;0.5
1;0.063829787;0.377358491;0.208955224;1;1;3;1;0.33;0;2;0;1;1;0;0
0;0.127659574;0.58490566;0.119402985;1;1;2;4;0.33;0;3;0;2;2;0;0.5
1;0.14893617;0.188679245;0.074626866;1;1;2;3;0.33;0;3;0;3;1;0.33;0.5
0;0.127659574;0.377358491;0.141791045;0;1;2;3;0.33;0;2;0;3;1;0.33;0.5
0;0.170212766;0.41509434;0.171641791;0;1;2;1;0;0;2;0;0;0;0.33;0.5
0;0.170212766;0.433962264;0.119402985;1;1;2;3;0.33;0;2;0;0;2;0.33;1
1;0.14893617;0.396226415;0.134328358;1;1;2;3;0.66;0;1;0;1;1;0;0.5
1;0.14893617;0.320754717;0.223880597;1;1;1;3;0.66;0;2;0;0;1;0;0.5
0;0.191489362;0.660377358;0.380597015;1;1;1;3;1;0;2;0;0;2;0.66;0.5
0;0.191489362;0.377358491;0.417910448;1;1;2;3;1;0;2;0;0;1;0.66;1
0;0.340425532;0.58490566;0.544776119;1;1;1;3;0;1;2;1;0;0;0.66;1
0;0.191489362;0.660377358;0.156716418;1;0;2;3;0;0;3;0;0;1;0.33;0.5
1;0.191489362;0.377358491;0.305970149;1;1;2;3;1;0;2;0;0;2;0;0.5
1;0.170212766;0.41509434;0.082089552;1;0;3;3;0;0;3;1;2;1;0.33;0.5
1;0.212765957;0.377358491;0.156716418;1;0;2;3;0.33;0;3;1;1;0;0;0.5
0;0.106382979;0.754716981;0.194029851;1;0;2;3;0.33;0;3;0;2;1;0.33;0.25
0;0.212765957;0.471698113;0.343283582;1;1;2;3;0.66;0;3;0;0;1;0.66;0.5
1;0.191489362;0.339622642;0.044776119;1;0;3;3;0.33;0;3;1;2;0;0;0.5
1;0.212765957;0.283018868;0.044776119;1;0;2;3;0;0;2;0;1;0;0;0.5
1;0.212765957;0.471698113;0.305970149;1;1;2;3;0.33;0;3;0;0;0;0;0.5
1;0.191489362;0.377358491;0.380597015;1;1;2;3;0.33;0;3;0;0;1;0;0.5
0;0.191489362;0.377358491;0.156716418;1;0;2;3;0.33;0;2;0;0;0;0.33;0.5
1;0.106382979;0.339622642;0.141791045;0;0;3;3;0.33;0;2;1;0;0;0;0.5
0;0.340425532;0.660377358;0.388059701;1;1;2;3;0.66;0;2;0;0;0;0.33;0.5
0;0.191489362;0.41509434;0.347014925;1;1;2;3;1;0;2;0;0;1;0;0.5
1;0.106382979;0.283018868;0.044776119;0;0;3;3;0;0;3;1;2;0;0;0
0;0.234042553;0.471698113;0.328358209;1;1;2;3;0.66;0;2;0;0;1;0.33;0.5
0;0.191489362;0.377358491;0.145522388;1;0;2;3;0.33;0;2;0;0;0;0;0.5
0;0.14893617;0.754716981;0.328358209;1;1;2;1;0.66;0;3;0;1;0;0;0.5
0;0.106382979;0.698113208;0.358208955;1;1;2;3;0.33;0;2;0;0;0;0;0.5
1;0.170212766;0.377358491;0.194029851;1;1;2;3;0.66;0;2;1;1;0;0;1
1;0.319148936;0.471698113;0.291044776;1;1;3;3;0.33;0;1;0;2;1;0.66;1
1;0.234042553;0.339622642;0.402985075;0;0;3;4;1;0;1;0;2;0;0;0.5
1;0.127659574;0.301886792;0.186567164;1;0;3;3;1;0;2;1;0;1;0.66;0.5
0;0.872340426;0.622641509;0.335820896;1;0;3;4;0.66;0;3;1;3;0;0.66;0
1;0.127659574;0.283018868;0.134328358;0;0;3;3;1;0;2;0;1;0;0;0
1;0.212765957;0.283018868;0.067164179;0;1;3;3;0.33;0;2;0;2;0;0;0.5
0;0.255319149;0.471698113;0.231343284;1;0;3;1;0.66;0;2;0;2;0;0.66;0.5
1;0.191489362;0.396226415;0.156716418;1;0;2;3;0.33;0;2;0;3;0;0.33;0.5
1;0.14893617;0.132075472;0.02238806;0;0;3;1;0.66;0;1;0;0;0;0.33;0.5
1;0.14893617;0.132075472;0.02238806;0;0;3;1;0.66;0;1;0;0;0;0.33;0.5
0;0.191489362;0.509433962;0.231343284;0;0;2;3;0.33;0;2;0;3;1;0.66;0.5
1;0.14893617;0.452830189;0.179104478;0;1;3;1;0.33;0;1;0;0;0;0.33;0.5
0;0.170212766;0.471698113;0.204477612;1;0;2;3;0.66;0;2;0;0;0;0;0.5
1;0.14893617;0.188679245;0.134328358;0;1;2;4;0.66;0;2;1;2;0;0.33;1
1;0.170212766;0.377358491;0.141791045;1;1;3;4;0.66;0;2;0;1;0;0.33;0.5
